artifact,description,dtype,field,maximum,minimum,null_count,rows,unique_nonnull
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__q99,0.220403810930612,0.1016177399513757,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__q999,0.2428671450224555,0.1017421210598864,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__skewness,4.971502850688507,-0.8275560191609642,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__standard_deviation,0.0263358245300421,0.0008324709954496,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__top1_share,0.0541691726135022,0.0254057557905607,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_layernorm_scaled_approximation_output_overlap__top5_share,0.1860846149877118,0.1264998367697929,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__absolute_effective_count,39.99857317442004,39.121594649773925,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__absolute_entropy,3.688843782838225,3.6666746073668577,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__absolute_hhi,0.0263623855843063,0.0250017864609707,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,int64,esmfold2_experimental_cutoff2025_raw_output_overlap__count,40.0,40.0,0,80,1
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__excess_kurtosis,25.951785537383675,-1.0536961433989889,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__gini_absolute,0.0923718076026363,0.0046800149272041,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__maximum,0.2470797033641365,0.102201715108016,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__mean,0.1166426036721063,0.0996527241644258,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__median,0.1139035718941045,0.0978471971510727,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__minimum,0.1001792661407171,0.0897879916391666,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__q001,0.1002070044201956,0.0898291014677549,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__q01,0.1004566489355022,0.0901990899250502,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__q05,0.1011366870838599,0.0917116954131489,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__q25,0.1040324862505881,0.0963465486999459,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__q75,0.1205025539114928,0.1002943878517414,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__q95,0.1541859125021099,0.101390107114559,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__q99,0.2209652891170334,0.1019592397018527,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__q999,0.2436758750433319,0.1021827333881526,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__skewness,4.97154189698789,-0.8856914466748723,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__standard_deviation,0.0263429241407275,0.0008533486997503,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__top1_share,0.054270185850955,0.0253796465009721,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_cutoff2025_raw_output_overlap__top5_share,0.1853246103295873,0.1264900505262683,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__absolute_effective_count,39.99839075293207,38.93562204299803,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__absolute_entropy,3.6888392221279434,3.661909565349202,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__absolute_hhi,0.026671878690679,0.025002012389848,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,int64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__count,40.0,40.0,0,80,1
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__excess_kurtosis,26.456020623779064,-1.0247223771377512,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__gini_absolute,0.1020098904296002,0.0051233539930684,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__maximum,0.2629339166901403,0.1012555957439976,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__mean,0.1190867309593333,0.0991180714974825,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__median,0.1144465049386207,0.0980104932466401,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__minimum,0.1001042408378476,0.0888479426463472,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__q001,0.1001098948371273,0.0888993557621051,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__q01,0.1001607808306453,0.0893620738039266,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__q05,0.1019983394178052,0.0903464057550605,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__q25,0.104138436278839,0.0961402228243151,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__q75,0.1243706941616382,0.0998026927888422,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__q95,0.1569646177186215,0.1003587617825739,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__q99,0.2353594342836636,0.1009626828796119,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__q999,0.2592930754780254,0.101226304457559,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__skewness,5.037320781307814,-0.7501398076389195,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__standard_deviation,0.0295790070012979,0.0008956158191839,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__top1_share,0.0564021900947388,0.0254121227539921,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_layernorm_scaled_approximation_output_overlap__top5_share,0.1924895507754251,0.1267398674823687,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_raw_output_overlap__absolute_effective_count,39.99845950980755,38.94991114663715,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_raw_output_overlap__absolute_entropy,3.688840941117509,3.662276491098164,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_raw_output_overlap__absolute_hhi,0.0266527981286855,0.0250019274834904,0,80,80
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,int64,esmfold2_experimental_fast_cutoff2025_raw_output_overlap__count,40.0,40.0,0,80,1
attention_head_distribution_summary.csv,normalized squared subspace overlap; see metric name for qualifiers.,float64,esmfold2_experimental_fast_cutoff2025_raw_output_overlap__excess_kurtosis,26.444732785289137,-1.0352922655326782,0,80,80
